Timestamp,Location_ID,Latitude,Longitude,LULC_Type,Temperature,Humidity,Wind_Speed,Solar_Radiation,Precipitation,Air_Pressure,NDVI
2024-01-01 00:00:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,18.17,45.27,1.08,0.0,0,1009.59,0.66
2024-01-01 00:05:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,16.73,39.9,1.06,0.0,2,1020.88,0.67
2024-01-01 00:10:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,16.77,56.42,1.41,0.0,1,1019.67,0.46
2024-01-01 00:15:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,17.65,45.47,1.42,55.83,1,1011.22,0.3
2024-01-01 00:20:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,16.54,46.84,1.78,31.23,0,1012.23,0.49
2024-01-01 00:25:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,15.49,45.49,0.92,4.01,0,1022.0,0.21
2024-01-01 00:30:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,13.22,51.06,1.49,0.0,1,1016.58,0.34
2024-01-01 00:35:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,14.97,47.67,1.45,30.12,0,1015.1,0.75
2024-01-01 00:40:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,16.92,51.38,2.23,0.0,1,1015.81,0.79
2024-01-01 00:45:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,14.96,57.18,1.27,4.61,0,1012.76,0.67
2024-01-01 00:50:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,16.7,55.34,1.27,0.0,1,1017.58,0.27
2024-01-01 00:55:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,16.9,55.09,1.32,24.96,0,1017.53,0.68
2024-01-01 01:00:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,17.29,45.16,1.45,0.0,0,1013.17,0.4
2024-01-01 01:05:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,18.56,50.09,1.92,6.42,0,1009.34,0.65
2024-01-01 01:10:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,16.84,61.84,1.48,0.0,0,1020.76,0.71
2024-01-01 01:15:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,20.45,51.12,0.99,20.87,1,1016.02,0.33
2024-01-01 01:20:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,19.77,51.46,1.72,40.48,1,1016.93,0.69
2024-01-01 01:25:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,17.73,55.0,1.81,16.97,0,1019.18,0.28
2024-01-01 01:30:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,19.92,51.84,1.91,28.68,0,1004.15,0.2
2024-01-01 01:35:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,18.65,48.64,1.68,0.0,1,1009.89,0.39
2024-01-01 01:40:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,19.98,57.98,1.43,26.39,0,1007.44,0.76
2024-01-01 01:45:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,18.13,61.69,1.11,0.0,0,1032.65,0.64
2024-01-01 01:50:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,18.44,56.4,1.32,0.0,0,1011.77,0.38
2024-01-01 01:55:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,17.01,50.54,1.08,0.0,0,1014.2,0.37
2024-01-01 02:00:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,20.26,58.4,1.14,0.0,0,1019.89,0.71
2024-01-01 02:05:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,19.82,56.83,1.26,0.0,0,1008.54,0.25
2024-01-01 02:10:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,21.22,65.64,2.35,39.06,1,1010.66,0.78
2024-01-01 02:15:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,21.6,60.71,1.91,0.0,0,1003.54,0.61
2024-01-01 02:20:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,20.57,60.03,1.08,0.0,0,1016.06,0.37
2024-01-01 02:25:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,22.96,58.38,1.12,4.05,0,1013.41,0.48
2024-01-01 02:30:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,21.61,53.13,0.9,0.0,0,1015.93,0.28
2024-01-01 02:35:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,23.7,61.42,2.35,10.85,0,1019.68,0.51
2024-01-01 02:40:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,23.11,60.13,1.84,7.66,1,1021.11,0.44
2024-01-01 02:45:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,23.19,56.28,0.27,14.06,0,1015.03,0.58
2024-01-01 02:50:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,19.87,63.95,0.49,0.0,0,1014.87,0.35
2024-01-01 02:55:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,22.03,62.38,1.8,56.76,1,1015.14,0.64
2024-01-01 03:00:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,23.97,77.59,2.47,7.71,2,1011.46,0.39
2024-01-01 03:05:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,22.79,62.91,1.95,5.89,2,1004.34,0.62
2024-01-01 03:10:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,25.15,62.22,1.61,26.0,0,1016.14,0.8
2024-01-01 03:15:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,23.17,60.63,0.91,9.29,1,1019.87,0.4
2024-01-01 03:20:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,23.56,64.82,2.62,0.0,0,1013.73,0.8
2024-01-01 03:25:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,22.9,69.52,0.83,0.0,0,1005.44,0.67
2024-01-01 03:30:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,22.55,61.52,0.59,0.0,0,1015.64,0.69
2024-01-01 03:35:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,22.28,60.24,1.93,9.58,0,1010.66,0.46
2024-01-01 03:40:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,22.98,59.5,0.93,20.83,0,999.41,0.42
2024-01-01 03:45:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,22.23,58.04,1.56,0.0,0,1003.84,0.22
2024-01-01 03:50:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,23.25,65.67,0.75,0.0,1,1016.51,0.43
2024-01-01 03:55:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,24.82,63.47,1.26,0.0,1,1020.44,0.76
2024-01-01 04:00:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,25.01,75.77,0.92,29.98,1,1017.13,0.43
2024-01-01 04:05:00,LOC_001,12.766461054232733,77.07805225646256,Grassland,24.07,59.75,2.24,0.0,0,1014.02,0.26
